"","X","Player","Span","Mat","Start","Sub","Pts","Tries","Conv","Pens","Drop","GfM","Won","Lost","Draw","X.","Team"
"15689",15689,"R de Marchis ","1935-1935",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Italy"
"15690",15690,"H de Marco ","1993-1993",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Italy"
"15691",15691,"Z Dembele ","2018-2018",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Germ"
"15692",15692,"V Demeysky ","2012-2012",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Ukr"
"15693",15693,"W Demotte ","2016-2016",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15694",15694,"JJ de Muizon ","1910-1910",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15695",15695,"P Densmore ","2005-2005",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Can"
"15696",15696,"L Denvir ","2008-2008",1,1,0,"0",0,0,0,0,0,0,1,0,0,"HK"
"15697",15697,"JC de Pablo ","1948-1948",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arg"
"15698",15698,"K de Paepe ","2020-2020",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Belg"
"15699",15699,"V Derenalagi ","2001-2001",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fiji"
"15700",15700,"C Derkheim ","1927-1927",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arg"
"15701",15701,"L Derksen ","2015-2015",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Russ"
"15702",15702,"L de Santis ","1952-1952",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Italy"
"15703",15703,"P Descamps ","1927-1927",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15704",15704,"E de Simon Sainz Boys ","1927-1927",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"15705",15705,"R de Simon Sainz Boys ","1927-1927",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"15706",15706,"L Desnoyer ","1974-1974",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15707",15707,"M de Stefani ","1989-1989",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Italy"
"15708",15708,"R Desvouges ","1914-1914",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15709",15709,"NW de Thierry ","2019-2019",1,1,0,"0",0,0,0,0,0,0,1,0,0,"HK"
"15710",15710,"I de Urruticoechea Valenzuela ","2018-2018",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Chile"
"15711",15711,"C de Vecchi ","1948-1948",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Italy"
"15712",15712,"CE Devenish ","1896-1896",1,1,0,"0",0,0,0,0,0,0,1,0,0,"SA"
"15713",15713,"GE Devenish ","1891-1891",1,1,0,"0",0,0,0,0,0,0,1,0,0,"SA"
"15714",15714,"GSL Devenish ","1896-1896",1,1,0,"0",0,0,0,0,0,0,1,0,0,"SA"
"15715",15715,"DL Devereaux ","2014-2014",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Cooks"
"15716",15716,"BP Devita ","1953-1953",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Urug"
"15717",15717,"R Devoto ","1960-1960",1,1,0,"3",0,0,1,0,0,0,1,0,0,"Arg"
"15718",15718,"PJ de Waal ","1896-1896",1,1,0,"0",0,0,0,0,0,1,0,0,100,"SA"
"15719",15719,"N de Wet ","2000-2000",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Namib"
"15720",15720,"RFC de Winton ","1893-1893",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"15721",15721,"R de Wolf ","2020-2020",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Belg"
"15722",15722,"M Deygas ","1937-1937",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fra"
"15723",15723,"ES Diack ","1959-1959",1,1,0,"0",0,0,0,0,0,1,0,0,100,"NZ"
"15724",15724,"G Diaconescu ","2015-2015",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Rom"
"15725",15725,"N Diaconu ","1942-1942",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Rom"
"15726",15726,"I Diarra ","2008-2008",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fra"
"15727",15727,"J Diaz ","2001-2001",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Urug"
"15728",15728,"JS Dick ","1962-1962",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Ire"
"15729",15729,"MR Dickson ","1905-1905",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Scot"
"15730",15730,"B di Cola ","1973-1973",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Italy"
"15731",15731,"S Didebashvili ","2010-2010",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Germ"
"15732",15732,"D Didinchuk ","2012-2012",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Ukr"
"15733",15733,"JJ Diez ","1956-1956",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arg"
"15734",15734,"R Dillon ","1956-1956",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arg"
"15735",15735,"F di Maura ","1971-1971",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Italy"
"15736",15736,"A Dimitrichenko ","2005-2005",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Ukr"
"15737",15737,"RS Diplock ","1988-1988",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15738",15738,"EJ Dixon ","1904-1904",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"15739",15739,"VT Dlulane ","2004-2004",1,0,1,"0",0,0,0,0,0,1,0,0,100,"SA"
"15740",15740,"BS Do ","1996-1996",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Korea"
"15741",15741,"JAR Dobie ","1928-1928",1,1,0,"0",0,0,0,0,0,0,1,0,0,"SA"
"15742",15742,"GA Dobson ","1900-1900",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Wales"
"15743",15743,"JD Dobson ","1910-1910",1,1,0,"3",1,0,0,0,0,1,0,0,100,"Scot"
"15744",15744,"RL Dobson ","1949-1949",1,1,0,"0",0,0,0,0,0,0,1,0,0,"NZ"
"15745",15745,"TH Dobson ","1895-1895",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"15746",15746,"D Docherty ","1973-1973",1,1,0,"4",1,0,0,0,0,0,1,0,0,"Can"
"15747",15747,"EH Dodd ","1905-1905",1,1,0,"0",0,0,0,0,0,1,0,0,100,"NZ"
"15748",15748,"FP Dods ","1901-1901",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Scot"
"15749",15749,"ML Doge ","2016-2016",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Fiji"
"15750",15750,"AE Doherty ","1974-1974",1,0,1,"0",0,0,0,0,0,0,0,1,50,"Ire"
"15751",15751,"C Doherty ","1987-1987",1,1,0,"0",0,0,0,0,0,0,1,0,0,"USA"
"15752",15752,"J Dolesau ","2016-2016",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Can"
"15753",15753,"A Domec ","1929-1929",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15754",15754,"JM Dominguez ","2019-2019",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Spain"
"15755",15755,"F Dominguez Pinagua ","2008-2008",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Spain"
"15756",15756,"A Donelly ","1910-1910",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arg"
"15757",15757,"J Dongelmans ","1980-1980",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Neth"
"15758",15758,"MP Donnelly ","1947-1947",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"15759",15759,"RE Donovan ","1983-1983",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15760",15760,"TM Donovan ","1889-1889",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Ire"
"15761",15761,"J Dooyenburg ","2000-2000",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Neth"
"15762",15762,"G Dora ","1929-1929",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Italy"
"15763",15763,"L Dorado ","1949-1949",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arg"
"15764",15764,"R D'Orazio ","1969-1969",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Italy"
"15765",15765,"E Dore ","1904-1904",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"15766",15766,"MJ Dore ","1905-1905",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"15767",15767,"J Dorot ","1935-1935",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fra"
"15768",15768,"A Douglas ","1974-1974",1,1,0,"4",1,0,0,0,0,0,1,0,0,"Can"
"15769",15769,"G Douglas ","1921-1921",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Scot"
"15770",15770,"WA Douglas ","1922-1922",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Aust"
"15771",15771,"FW Douglass ","1896-1896",1,1,0,"0",0,0,0,0,0,0,1,0,0,"SA"
"15772",15772,"M Dourthe ","2000-2000",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Fra"
"15773",15773,"E Doussau ","1938-1938",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fra"
"15774",15774,"A Doviverata ","1948-1948",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fiji"
"15775",15775,"GW Dowd ","1992-1992",1,0,1,"0",0,0,0,0,0,1,0,0,100,"NZ"
"15776",15776,"GT Downes ","1992-1992",1,1,0,"0",0,0,0,0,0,1,0,0,100,"USA"
"15777",15777,"J Downey ","2013-2013",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Ire"
"15778",15778,"AJ Downing ","1882-1882",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Ire"
"15779",15779,"J Dowsing ","2019-2019",1,1,0,"0",0,0,0,0,0,0,1,0,0,"HK"
"15780",15780,"AO Dowson ","1899-1899",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"15781",15781,"JT Doyle ","1935-1935",1,1,0,"3",1,0,0,0,0,1,0,0,100,"Ire"
"15782",15782,"A Draghici ","1919-1919",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Rom"
"15783",15783,"I Dragnea ","1985-1985",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Rom"
"15784",15784,"S Dragnea ","2002-2002",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Rom"
"15785",15785,"G Dragomirescu ","1919-1919",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Rom"
"15786",15786,"A Dremov ","2012-2012",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Ukr"
"15787",15787,"L Drudi Romeu ","2015-2015",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Braz"
"15788",15788,"P Drugemoller ","2012-2012",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Germ"
"15789",15789,"MD Drummond ","2018-2018",1,0,1,"0",0,0,0,0,0,1,0,0,100,"NZ"
"15790",15790,"RH Dryden ","1937-1937",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Scot"
"15791",15791,"J Duarte ","1936-1936",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Port"
"15792",15792,"D Dubois ","1971-1971",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fra"
"15793",15793,"A Duche ","1929-1929",1,1,0,"9",1,3,0,0,0,1,0,0,100,"Fra"
"15794",15794,"A Duclos ","1931-1931",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15795",15795,"J Dudinc ","1980-1980",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Neth"
"15796",15796,"R Duffour ","1911-1911",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15797",15797,"BAA Duffy ","1928-1928",1,1,0,"0",0,0,0,0,0,1,0,0,100,"SA"
"15798",15798,"H Duffy ","1955-1955",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Scot"
"15799",15799,"JM Dugdale ","1871-1871",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Eng"
"15800",15800,"RJL Duggan ","1999-1999",1,0,1,"0",0,0,0,0,0,1,0,0,100,"NZ"
"15801",15801,"Y Duhard ","1980-1980",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15802",15802,"M Duhig ","2013-2013",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Phil"
"15803",15803,"A Duluc ","1934-1934",1,1,0,"3",1,0,0,0,0,1,0,0,100,"Fra"
"15804",15804,"AF Dun ","1984-1984",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"15805",15805,"IG Duncan ","1972-1972",1,1,0,"0",0,0,0,0,0,0,1,0,0,"HK"
"15806",15806,"J Duncan ","1903-1903",1,1,0,"0",0,0,0,0,0,1,0,0,100,"NZ"
"15807",15807,"JL Duncan ","1926-1926",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"15808",15808,"K Duncan ","1962-1962",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Kenya"
"15809",15809,"MM Duncan ","1888-1888",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Scot"
"15810",15810,"R Duncanson ","1977-1977",1,1,0,"4",1,0,0,0,0,0,1,0,0,"USA"
"15811",15811,"JW Dunlop ","1875-1875",1,1,0,"0G",0,0,0,0,0,0,0,1,50,"Scot"
"15812",15812,"J Dunn ","1998-1998",1,0,1,"0",0,0,0,0,0,0,1,0,0,"HK"
"15813",15813,"JM Dunn ","1946-1946",1,1,0,"0",0,0,0,0,0,1,0,0,100,"NZ"
"15814",15814,"PEF Dunn ","1923-1923",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Ire"
"15815",15815,"TB Dunn ","1935-1935",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Ire"
"15816",15816,"E du Plessis ","2020-2020",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Germ"
"15817",15817,"O du Plessis ","2008-2008",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Namib"
"15818",15818,"PG du Plessis ","1972-1972",1,1,0,"0",0,0,0,0,0,0,1,0,0,"SA"
"15819",15819,"AJJ du Plooy ","1955-1955",1,1,0,"0",0,0,0,0,0,0,1,0,0,"SA"
"15820",15820,"JL Dupont ","1983-1983",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fra"
"15821",15821,"PE Dupre ","1909-1909",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15822",15822,"JGH du Preez ","1956-1956",1,1,0,"0",0,0,0,0,0,0,1,0,0,"SA"
"15823",15823,"RJ du Preez ","2018-2018",1,0,1,"3",0,0,1,0,0,0,1,0,0,"SA"
"15824",15824,"WH du Preez ","2009-2009",1,1,0,"0",0,0,0,0,0,1,0,0,100,"SA"
"15825",15825,"F Duquesnoy ","1980-1980",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Neth"
"15826",15826,"JP Duran ","2005-2005",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Urug"
"15827",15827,"A Durango ","2015-2015",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Spain"
"15828",15828,"C Duran Martinez ","1935-1935",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Spain"
"15829",15829,"H Dursewei ","2012-2012",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Namib"
"15830",15830,"N Duta ","1973-1973",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Rom"
"15831",15831,"J Duthie ","1903-1903",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"15832",15832,"J Dutrey ","1940-1940",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15833",15833,"P Dwyer ","2014-2014",1,1,0,"0",0,0,0,0,0,0,1,0,0,"HK"
"15834",15834,"JCM Dyke ","1906-1906",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15835",15835,"AS Dykes ","1932-1932",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Scot"
"15836",15836,"I Dyomushkin ","2014-2014",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Russ"
"15837",15837,"T Dzagnidze ","2008-2008",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Georg"
"15838",15838,"K Dzobelov ","2020-2020",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Russ"
"15839",15839,"AH Eastgate ","1968-1968",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fiji"
"15840",15840,"T Eastgate ","2010-2010",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arab"
"15841",15841,"L Echave ","1961-1961",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fra"
"15842",15842,"C Echeverria ","1932-1932",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arg"
"15843",15843,"CS Edgar ","1901-1901",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"15844",15844,"BO Edwards ","1951-1951",1,1,0,"3",0,0,1,0,0,0,0,1,50,"Wales"
"15845",15845,"D Edwards ","1921-1921",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15846",15846,"IJ Edwards ","1967-1967",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Can"
"15847",15847,"J Edwards ","1988-1988",1,1,0,"0",0,0,0,0,0,0,0,1,50,"Fiji"
"15848",15848,"N Edwards ","2016-2016",1,1,0,"5",1,0,0,0,0,1,0,0,100,"USA"
"15849",15849,"JD Egan ","1922-1922",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Ire"
"15850",15850,"E Egea Ibanez ","1967-1967",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"15851",15851,"B Ejias Milla ","1931-1931",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Spain"
"15852",15852,"A Elder ","1994-1994",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Fiji"
"15853",15853,"O Elia ","1954-1954",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arg"
"15854",15854,"M Elizalde Juantorena ","1983-1983",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"15855",15855,"MA Ellem ","1976-1976",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Aust"
"15856",15856,"B Ellermann ","2017-2017",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Germ"
"15857",15857,"CH Elliot ","1886-1886",1,1,0,"0G",0,0,0,0,0,1,0,0,100,"Eng"
"15858",15858,"J Elliot ","2008-2008",1,1,0,"0",0,0,0,0,0,0,1,0,0,"HK"
"15859",15859,"T Elliot ","1905-1905",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Scot"
"15860",15860,"AE Elliott ","1894-1894",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"15861",15861,"FM Elliott ","1957-1957",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"15862",15862,"WRJ Elliott ","1979-1979",1,1,0,"0",0,0,0,0,0,0,0,1,50,"Ire"
"15863",15863,"J Ellis ","1939-1939",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Eng"
"15864",15864,"S Ellis ","1880-1880",1,1,0,"0G",1,0,0,0,0,1,0,0,100,"Eng"
"15865",15865,"G Ellwand ","1973-1973",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Can"
"15866",15866,"WW Els ","1997-1997",1,0,1,"0",0,0,0,0,0,1,0,0,100,"SA"
"15867",15867,"W Elsey ","1895-1895",1,1,0,"3",1,0,0,0,0,0,1,0,0,"Wales"
"15868",15868,"C Emmott ","1892-1892",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Eng"
"15869",15869,"I Enache ","1977-1977",1,1,0,"0",0,0,0,0,0,0,0,1,50,"Rom"
"15870",15870,"S Enari ","1975-1975",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"15871",15871,"AB Engelbrecht ","2000-2000",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Namib"
"15872",15872,"N Engelbrecht ","1996-1996",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Namib"
"15873",15873,"Enhalt ","1940-1940",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Germ"
"15874",15874,"FNG Ennis ","1979-1979",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Ire"
"15875",15875,"BM Ennor ","2019-2019",1,0,1,"0",0,0,0,0,0,1,0,0,100,"NZ"
"15876",15876,"J Enomoto ","2005-2005",1,1,0,"0",0,0,0,0,0,1,0,0,100,"JPN"
"15877",15877,"HJ Enthoven ","1878-1878",1,1,0,"0G",0,0,0,0,0,1,0,0,100,"Eng"
"15878",15878,"JC Entrican ","1931-1931",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Ire"
"15879",15879,"S Epati ","1972-1972",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"15880",15880,"F Erasmus ","1972-1972",1,1,0,"0",0,0,0,0,0,0,1,0,0,"HK"
"15881",15881,"BE Erb ","1912-1912",1,1,0,"5",0,1,1,0,0,0,1,0,0,"USA"
"15882",15882,"R Escarduca ","1998-1998",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Port"
"15883",15883,"J Escoda Espinalt ","1970-1970",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Spain"
"15884",15884,"M Escoda Marti ","1987-1987",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"15885",15885,"M Escommier ","1955-1955",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fra"
"15886",15886,"K Ese ","1947-1947",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Samoa"
"15887",15887,"D Eskin ","1998-1998",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Russ"
"15888",15888,"R Espagnol ","1971-1971",1,1,0,"6",0,0,2,0,0,0,1,0,0,"Arg"
"15889",15889,"L Espanol ","1936-1936",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Spain"
"15890",15890,"W Esselmont ","2006-2006",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arab"
"15891",15891,"NSD Estcourt ","1955-1955",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Eng"
"15892",15892,"F Esteves ","1995-1995",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Port"
"15893",15893,"A Etchepare ","1922-1922",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15894",15894,"JM Etcheverry ","2018-2018",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Urug"
"15895",15895,"TE Etlinger ","1896-1896",1,1,0,"0",0,0,0,0,0,1,0,0,100,"SA"
"15896",15896,"AV Eutropius ","1913-1913",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15897",15897,"L Eutteum ","2015-2015",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Korea"
"15898",15898,"C Evans ","1960-1960",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15899",15899,"DA Evans ","1910-1910",1,1,0,"0",0,0,0,0,0,0,1,0,0,"NZ"
"15900",15900,"DB Evans ","1926-1926",1,1,0,"0",0,0,0,0,0,0,0,1,50,"Wales"
"15901",15901,"DB Evans ","1933-1933",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15902",15902,"DD Evans ","1934-1934",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15903",15903,"DP Evans ","1960-1960",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15904",15904,"F Evans ","1921-1921",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15905",15905,"GD Evans ","2006-2006",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Wales"
"15906",15906,"GO Evans ","2018-2018",1,0,1,"0",0,0,0,0,0,1,0,0,100,"NZ"
"15907",15907,"GR Evans ","1889-1889",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Wales"
"15908",15908,"IL Evans ","1991-1991",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15909",15909,"JE Evans ","1924-1924",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15910",15910,"JR Evans ","1934-1934",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15911",15911,"JW Evans ","1904-1904",1,1,0,"0",0,0,0,0,0,0,0,1,50,"Wales"
"15912",15912,"RM Evans ","1991-1991",1,0,1,"0",0,0,0,0,0,0,1,0,0,"HK"
"15913",15913,"TD Evans ","1924-1924",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15914",15914,"TW Evans ","1958-1958",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Wales"
"15915",15915,"WG Evans ","1911-1911",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Wales"
"15916",15916,"WJ Evans ","1947-1947",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Wales"
"15917",15917,"WA Everson ","1926-1926",1,1,0,"2",0,1,0,0,0,0,1,0,0,"Wales"
"15918",15918,"WCT Eyres ","1927-1927",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Eng"
"15919",15919,"E Ezcurra ","1990-1990",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arg"
"15920",15920,"JP Ezoua ","1995-1995",1,1,0,"0",0,0,0,0,0,0,1,0,0,"CdI"
"15921",15921,"T Fa'afou ","2007-2007",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Samoa"
"15922",15922,"F Fa'aiu ","2005-2005",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Samoa"
"15923",15923,"P Fa'alogo ","1963-1963",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"15924",15924,"Fa'amaile ","1947-1947",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Samoa"
"15925",15925,"S Fa'aofo ","1990-1990",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Samoa"
"15926",15926,"P Fa'apoi ","1963-1963",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Tonga"
"15927",15927,"F Fa'asuaga ","1947-1947",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Samoa"
"15928",15928,"S Fa'asua Taua ","2000-2000",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"15929",15929,"M Fabling ","1995-1995",1,1,0,"0",0,0,0,0,0,1,0,0,100,"USA"
"15930",15930,"L Fabre ","1930-1930",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fra"
"15931",15931,"U Faccioli ","1948-1948",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Italy"
"15932",15932,"A Fagan ","2008-2008",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Can"
"15933",15933,"ARSL Fagan ","1887-1887",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Eng"
"15934",15934,"GLSL Fagan ","1878-1878",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Ire"
"15935",15935,"TF Fagasoaia ","2010-2010",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Samoa"
"15936",15936,"OA Fahamokioa ","2018-2018",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Tonga"
"15937",15937,"V Fakatulolo ","1975-1975",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Tonga"
"15938",15938,"F Fakaua ","1988-1988",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Tonga"
"15939",15939,"S Fakava ","2005-2005",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Tonga"
"15940",15940,"E Fale ","2008-2008",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Samoa"
